 Input File ,   id   ,    Differences (COLUMN_NAME)    ,past_due_31_90,past_due_1_30,past_due_91_plus

 INPUT-1 ,1545167,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1545167,ENTRY PRESENT,0,11,0

 INPUT-1 ,1545584,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1545584,ENTRY PRESENT,0,0,0

 INPUT-1 ,1545615,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1545615,ENTRY PRESENT,67,0,0

 INPUT-1 ,1545619,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1545619,ENTRY PRESENT,0,0,0

 INPUT-1 ,1546106,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1546106,ENTRY PRESENT,0,104,0


 INPUT-1 ,1546270,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1546270,ENTRY PRESENT,0,0,0

 INPUT-1 ,1546336,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1546336,ENTRY PRESENT,0,0,0

 INPUT-1 ,1546738,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1546738,ENTRY PRESENT,400,0,0

 INPUT-1 ,1547197,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1547197,ENTRY PRESENT,0,0,0

 INPUT-1 ,1547378,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1547378,ENTRY PRESENT,0,29,0

 INPUT-1 ,1547554,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1547554,ENTRY PRESENT,0,0,0

 INPUT-1 ,1547817,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1547817,ENTRY PRESENT,0,504,0

 INPUT-1 ,1548067,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548067,ENTRY PRESENT,0,99,0

 INPUT-1 ,1548357,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548357,ENTRY PRESENT,0,0,0

 INPUT-1 ,1548508,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548508,ENTRY PRESENT,0,0,0

 INPUT-1 ,1548543,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548543,ENTRY PRESENT,145.4,0,0

 INPUT-1 ,1548588,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548588,ENTRY PRESENT,0,0,0

 INPUT-1 ,1548608,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548608,ENTRY PRESENT,0,2239,0


 INPUT-1 ,1548998,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1548998,ENTRY PRESENT,0,0,0

 INPUT-1 ,1549279,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1549279,ENTRY PRESENT,0.04,0,0

 INPUT-1 ,1549399,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1549399,ENTRY PRESENT,0,1178,0

 INPUT-1 ,1549480,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1549480,ENTRY PRESENT,0,0,0

 INPUT-1 ,1549534,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1549534,ENTRY PRESENT,0,64,0

 INPUT-1 ,1550248,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1550248,ENTRY PRESENT,0,0,0

 INPUT-1 ,1550717,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1550717,ENTRY PRESENT,0,11,0

 INPUT-1 ,1550733,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1550733,ENTRY PRESENT,0,645,0

 INPUT-1 ,1550853,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1550853,ENTRY PRESENT,0,439,0

 INPUT-1 ,1550942,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1550942,ENTRY PRESENT,0,54,0

 INPUT-1 ,1551101,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1551101,ENTRY PRESENT,0,0,0

 INPUT-1 ,1551594,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1551594,ENTRY PRESENT,0,702,0

 INPUT-1 ,1551775,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1551775,ENTRY PRESENT,0,0,167.2

 INPUT-1 ,1552169,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1552169,ENTRY PRESENT,81,0,0

 INPUT-1 ,1552183,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1552183,ENTRY PRESENT,1195.83,0,0

 INPUT-1 ,1552375,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1552375,ENTRY PRESENT,0,7,0

 INPUT-1 ,1552460,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1552460,ENTRY PRESENT,0,0,0

 INPUT-1 ,1552746,368 (past_due_31_90),368,0,0
 INPUT-2 ,1552746,0 (past_due_31_90),0,368,0
 INPUT-1 ,1552746,0 (past_due_1_30),368,0,0
 INPUT-2 ,1552746,368 (past_due_1_30),0,368,0

 INPUT-1 ,1553136,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1553136,ENTRY PRESENT,0,0,0

 INPUT-1 ,1553269,692 (past_due_1_30),0,692,0
 INPUT-2 ,1553269,0 (past_due_1_30),0,0,0

 INPUT-1 ,1554058,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1554058,ENTRY PRESENT,0,0,0

 INPUT-1 ,1554394,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1554394,ENTRY PRESENT,132,0,0


 INPUT-1 ,1554738,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1554738,ENTRY PRESENT,0,0,0

 INPUT-1 ,1555031,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555031,ENTRY PRESENT,0,0,0

 INPUT-1 ,1555116,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555116,ENTRY PRESENT,0,19,0

 INPUT-1 ,1555319,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555319,ENTRY PRESENT,0,0,0

 INPUT-1 ,1555421,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555421,ENTRY PRESENT,0,0,0

 INPUT-1 ,1555445,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555445,ENTRY PRESENT,0,0,0

 INPUT-1 ,1555694,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555694,ENTRY PRESENT,0,46,0

 INPUT-1 ,1555813,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1555813,ENTRY PRESENT,477,0,0

 INPUT-1 ,1556054,304.04 (past_due_1_30),0,304.04,0
 INPUT-2 ,1556054,30.04 (past_due_1_30),0,30.04,0

 INPUT-1 ,1556088,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1556088,ENTRY PRESENT,0,0,0


 INPUT-1 ,1556204,544.64 (past_due_1_30),0,544.64,0
 INPUT-2 ,1556204,0 (past_due_1_30),0,0,0

 INPUT-1 ,1556536,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1556536,ENTRY PRESENT,0,0,0

 INPUT-1 ,1556655,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1556655,ENTRY PRESENT,0,0,0

 INPUT-1 ,1556843,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1556843,ENTRY PRESENT,0,1079,0

 INPUT-1 ,1556990,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1556990,ENTRY PRESENT,0,723.3,0

 INPUT-1 ,1557034,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557034,ENTRY PRESENT,1293.3,0,0

 INPUT-1 ,1557072,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557072,ENTRY PRESENT,0,38,0

 INPUT-1 ,1557087,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557087,ENTRY PRESENT,1768,0,0


 INPUT-1 ,1557460,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557460,ENTRY PRESENT,0,0,0

 INPUT-1 ,1557524,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557524,ENTRY PRESENT,0,5.75,0

 INPUT-1 ,1557730,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557730,ENTRY PRESENT,0,0,366.5


 INPUT-1 ,1557968,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1557968,ENTRY PRESENT,0,0,0

 INPUT-1 ,1558018,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558018,ENTRY PRESENT,0,45.3,0

 INPUT-1 ,1558036,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558036,ENTRY PRESENT,0,415,0

 INPUT-1 ,1558464,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558464,ENTRY PRESENT,640.8,0,0

 INPUT-1 ,1558627,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558627,ENTRY PRESENT,0,0,0

 INPUT-1 ,1558649,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558649,ENTRY PRESENT,0,0.04,0

 INPUT-1 ,1558656,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558656,ENTRY PRESENT,0,0,0

 INPUT-1 ,1558697,20 (past_due_1_30),0,20,0
 INPUT-2 ,1558697,0 (past_due_1_30),0,0,0

 INPUT-1 ,1558701,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558701,ENTRY PRESENT,0,1139,0

 INPUT-1 ,1558758,ENTRY PRESENT,0,39,0
 INPUT-2 ,1558758,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,1558807,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558807,ENTRY PRESENT,0,0,0

 INPUT-1 ,1558845,140 (past_due_1_30),0,140,0
 INPUT-2 ,1558845,0 (past_due_1_30),0,0,0

 INPUT-1 ,1558851,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1558851,ENTRY PRESENT,0,0,0

 INPUT-1 ,1559028,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1559028,ENTRY PRESENT,1395,0,0

 INPUT-1 ,1559337,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1559337,ENTRY PRESENT,0,0,0

 INPUT-1 ,1559855,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1559855,ENTRY PRESENT,0,76,0

 INPUT-1 ,1560040,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560040,ENTRY PRESENT,0,20,0


 INPUT-1 ,1560316,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560316,ENTRY PRESENT,0,23,0

 INPUT-1 ,1560500,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560500,ENTRY PRESENT,0,0,0

 INPUT-1 ,1560711,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560711,ENTRY PRESENT,0,41,0

 INPUT-1 ,1560809,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560809,ENTRY PRESENT,0,0,0

 INPUT-1 ,1560834,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560834,ENTRY PRESENT,0,0,0

 INPUT-1 ,1560914,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1560914,ENTRY PRESENT,0,71,0

 INPUT-1 ,1561044,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1561044,ENTRY PRESENT,0,0,0

 INPUT-1 ,1561116,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1561116,ENTRY PRESENT,0,0,0

 INPUT-1 ,1561388,322.5 (past_due_1_30),0,322.5,0
 INPUT-2 ,1561388,258 (past_due_1_30),0,258,0

 INPUT-1 ,1561440,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1561440,ENTRY PRESENT,0,0,0

 INPUT-1 ,1561442,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1561442,ENTRY PRESENT,0,2039,0

 INPUT-1 ,1561491,123 (past_due_1_30),0,123,0
 INPUT-2 ,1561491,0 (past_due_1_30),0,0,0

 INPUT-1 ,1561576,ENTRY PRESENT,0,1,0
 INPUT-2 ,1561576,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,1562481,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1562481,ENTRY PRESENT,0,0,0

 INPUT-1 ,1562572,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1562572,ENTRY PRESENT,0,27,0

 INPUT-1 ,1562645,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1562645,ENTRY PRESENT,296.72,0,0


 INPUT-1 ,1563273,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1563273,ENTRY PRESENT,0,0,0

 INPUT-1 ,1563888,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1563888,ENTRY PRESENT,0,39,0

 INPUT-1 ,1564093,646 (past_due_1_30),0,646,0
 INPUT-2 ,1564093,0 (past_due_1_30),0,0,0

 INPUT-1 ,1564354,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1564354,ENTRY PRESENT,0,186,0

 INPUT-1 ,1564450,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1564450,ENTRY PRESENT,0,21,0

 INPUT-1 ,1564540,353 (past_due_1_30),0,353,0
 INPUT-2 ,1564540,0 (past_due_1_30),0,0,0

 INPUT-1 ,1564801,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1564801,ENTRY PRESENT,0,363,0

 INPUT-1 ,1564974,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1564974,ENTRY PRESENT,0,0,0

 INPUT-1 ,1565102,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1565102,ENTRY PRESENT,0,0,0


 INPUT-1 ,1565390,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1565390,ENTRY PRESENT,701,0,0

 INPUT-1 ,1565689,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1565689,ENTRY PRESENT,0,0,0

 INPUT-1 ,1565797,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1565797,ENTRY PRESENT,0,0,0

 INPUT-1 ,1565823,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1565823,ENTRY PRESENT,0,68,0

 INPUT-1 ,1565956,67 (past_due_1_30),0,67,0
 INPUT-2 ,1565956,0 (past_due_1_30),0,0,0

 INPUT-1 ,1566088,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566088,ENTRY PRESENT,0,118,0

 INPUT-1 ,1566533,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566533,ENTRY PRESENT,0,0,0

 INPUT-1 ,1566553,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566553,ENTRY PRESENT,0,3,0

 INPUT-1 ,1566558,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566558,ENTRY PRESENT,869.2,0,0

 INPUT-1 ,1566701,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566701,ENTRY PRESENT,0,73,0

 INPUT-1 ,1566754,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566754,ENTRY PRESENT,0,64,0

 INPUT-1 ,1566777,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1566777,ENTRY PRESENT,0,0,0

 INPUT-1 ,1567171,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1567171,ENTRY PRESENT,0,0,0

 INPUT-1 ,1567690,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1567690,ENTRY PRESENT,0,5,0

 INPUT-1 ,1567799,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1567799,ENTRY PRESENT,0,1747,0


 INPUT-1 ,1567897,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1567897,ENTRY PRESENT,0,77,0

 INPUT-1 ,1567914,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1567914,ENTRY PRESENT,0,334.36,0

 INPUT-1 ,1568139,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1568139,ENTRY PRESENT,0,21,0

 INPUT-1 ,1568531,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1568531,ENTRY PRESENT,0,0,0

 INPUT-1 ,1568597,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1568597,ENTRY PRESENT,0,0,0

 INPUT-1 ,1568931,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1568931,ENTRY PRESENT,0,0,0

 INPUT-1 ,1569017,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1569017,ENTRY PRESENT,0,0,0

 INPUT-1 ,1569521,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1569521,ENTRY PRESENT,0,83,0

 INPUT-1 ,1569640,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1569640,ENTRY PRESENT,0,272,0

 INPUT-1 ,1569755,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1569755,ENTRY PRESENT,0,41,0

 INPUT-1 ,1570058,2234 (past_due_1_30),0,2234,0
 INPUT-2 ,1570058,0 (past_due_1_30),0,0,0

 INPUT-1 ,1570068,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570068,ENTRY PRESENT,0,0,0

 INPUT-1 ,1570653,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570653,ENTRY PRESENT,0,49,0

 INPUT-1 ,1570657,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570657,ENTRY PRESENT,0,35,0

 INPUT-1 ,1570690,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570690,ENTRY PRESENT,0,37,0

 INPUT-1 ,1570761,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570761,ENTRY PRESENT,0,0,0

 INPUT-1 ,1570815,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570815,ENTRY PRESENT,0,102,0

 INPUT-1 ,1570824,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570824,ENTRY PRESENT,0,28,0

 INPUT-1 ,1570825,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1570825,ENTRY PRESENT,0,76,0

 INPUT-1 ,1571252,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1571252,ENTRY PRESENT,675,0,0

 INPUT-1 ,1571260,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1571260,ENTRY PRESENT,0,0,0

 INPUT-1 ,1571957,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,1571957,ENTRY PRESENT,0,0,0

